Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-813.00000E-012,35.85700E-003,19.99998E+000,-163.93900E-009,35.85700E-003
1,1,2,-60.00000E+000,-429.00000E-012,95.16800E-003,18.00003E+000,-164.23400E-009,95.16800E-003
1,1,3,-60.00000E+000,-282.70000E-012,154.84500E-003,16.00005E+000,-155.70600E-009,154.84500E-003
1,1,4,-60.00000E+000,-149.20000E-012,211.47400E-003,14.00006E+000,-47.13600E-009,211.47400E-003
1,1,5,-60.00000E+000,-55.10000E-012,267.92200E-003,12.00004E+000,116.24600E-009,267.92200E-003
1,1,6,-60.00000E+000,55.80000E-012,326.64300E-003,10.00004E+000,156.40200E-009,326.64300E-003
1,1,7,-60.00000E+000,172.60000E-012,387.08200E-003,8.00006E+000,141.83900E-009,387.08200E-003
1,1,8,-60.00000E+000,380.10000E-012,444.72700E-003,5.99993E+000,159.88700E-009,444.72700E-003
1,1,9,-60.00000E+000,409.40000E-012,541.90200E-003,3.99992E+000,74.27300E-009,541.90200E-003
1,1,10,-60.00000E+000,635.70000E-012,631.58400E-003,2.00007E+000,-65.50400E-009,631.58400E-003
1,1,11,-60.00000E+000,752.20000E-012,731.32400E-003,68.40000E-006,-55.60900E-009,731.32400E-003
1,1,12,-60.00000E+000,-7.48540E-009,789.87900E-003,-1.99992E+000,13.18800E-009,789.87900E-003
1,1,13,-60.00000E+000,-101.71100E-009,820.34700E-003,-4.00001E+000,3.67000E-009,820.34700E-003
1,1,14,-60.00000E+000,-377.34800E-009,841.44100E-003,-6.00008E+000,39.24400E-009,841.44100E-003
1,1,15,-60.00000E+000,-911.16600E-009,857.38600E-003,-8.00005E+000,-189.51600E-009,857.38600E-003
1,1,16,-60.00000E+000,-1.78733E-006,880.22700E-003,-10.00013E+000,-28.04600E-009,880.22700E-003
1,1,17,-60.00000E+000,-3.01789E-006,896.91900E-003,-12.00005E+000,-169.51600E-009,896.91900E-003
1,1,18,-60.00000E+000,-4.50511E-006,932.86600E-003,-13.99998E+000,-126.42300E-009,932.86600E-003
