Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-1.30630E-009,36.05900E-003,20.00008E+000,87.53200E-009,36.05900E-003
1,1,2,-60.00000E+000,-999.10000E-012,93.65900E-003,17.99999E+000,159.29200E-009,93.65900E-003
1,1,3,-60.00000E+000,-775.10000E-012,188.48700E-003,16.00002E+000,25.02500E-009,188.48700E-003
1,1,4,-60.00000E+000,-562.30000E-012,245.15800E-003,13.99998E+000,-115.64500E-009,245.15800E-003
1,1,5,-60.00000E+000,-369.50000E-012,340.43500E-003,12.00004E+000,-107.38300E-009,340.43500E-003
1,1,6,-60.00000E+000,-276.60000E-012,397.48400E-003,10.00005E+000,22.29500E-009,397.48400E-003
1,1,7,-60.00000E+000,-104.90000E-012,455.85200E-003,8.00002E+000,100.31000E-009,455.85200E-003
1,1,8,-60.00000E+000,176.00000E-012,513.05100E-003,6.00005E+000,162.64000E-009,513.05100E-003
1,1,9,-60.00000E+000,541.00000E-012,603.23100E-003,3.99998E+000,-160.01500E-009,603.23100E-003
1,1,10,-60.00000E+000,716.30000E-012,699.73900E-003,2.00010E+000,-81.50000E-009,699.73900E-003
1,1,11,-60.00000E+000,830.00000E-012,796.81300E-003,-57.00000E-006,59.06800E-009,796.81300E-003
1,1,12,-60.00000E+000,7.34300E-009,827.12000E-003,-2.00009E+000,-66.29400E-009,827.12000E-003
1,1,13,-60.00000E+000,-16.80170E-009,857.60100E-003,-3.99992E+000,19.13100E-009,857.60100E-003
1,1,14,-60.00000E+000,-255.68500E-009,920.91300E-003,-5.99998E+000,-128.39000E-009,920.91300E-003
1,1,15,-60.00000E+000,-805.02300E-009,937.21500E-003,-7.99993E+000,-4.29000E-009,937.21500E-003
1,1,16,-60.00000E+000,-1.68936E-006,963.36400E-003,-10.00004E+000,-183.55000E-009,963.36400E-003
1,1,17,-60.00000E+000,-2.82239E-006,1.00118E+000,-11.99994E+000,-126.83600E-009,1.00118E+000
1,1,18,-60.00000E+000,-4.21234E-006,1.01603E+000,-13.99994E+000,79.61000E-009,1.01603E+000
1,1,19,-60.00000E+000,-5.76284E-006,1.05055E+000,-16.00002E+000,102.45900E-009,1.05055E+000
1,1,20,-60.00000E+000,-7.52501E-006,1.06541E+000,-18.00004E+000,-129.95000E-009,1.06541E+000
1,1,21,-60.00000E+000,-9.32715E-006,1.11631E+000,-19.99991E+000,93.41400E-009,1.11631E+000
1,1,22,-60.00000E+000,-11.30830E-006,1.13681E+000,-21.99990E+000,58.48100E-009,1.13681E+000
1,1,23,-60.00000E+000,-13.28230E-006,1.17691E+000,-24.00000E+000,54.85600E-009,1.17691E+000
1,1,24,-60.00000E+000,-15.41080E-006,1.19563E+000,-26.00000E+000,111.75000E-009,1.19563E+000
1,1,25,-60.00000E+000,-17.46970E-006,1.23142E+000,-28.00010E+000,130.43400E-009,1.23142E+000
1,1,26,-60.00000E+000,-19.67340E-006,1.24700E+000,-30.00000E+000,-62.39600E-009,1.24700E+000
1,1,27,-60.00000E+000,-21.86860E-006,1.26372E+000,-32.00000E+000,-160.56700E-009,1.26372E+000
1,1,28,-60.00000E+000,-23.92000E-006,1.30043E+000,-34.00000E+000,-103.54500E-009,1.30043E+000
1,1,29,-60.00000E+000,-26.13100E-006,1.31736E+000,-35.99990E+000,47.52200E-009,1.31736E+000
1,1,30,-60.00000E+000,-28.29750E-006,1.33514E+000,-38.00000E+000,122.13100E-009,1.33514E+000
1,1,31,-60.00000E+000,-30.25770E-006,1.37294E+000,-40.00000E+000,152.25400E-009,1.37294E+000
1,1,32,-60.00000E+000,-32.39010E-006,1.38829E+000,-42.00010E+000,-20.40300E-009,1.38829E+000
1,1,33,-60.00000E+000,-34.44590E-006,1.40272E+000,-43.99990E+000,-169.92600E-009,1.40272E+000
1,1,34,-60.00000E+000,-36.18460E-006,1.43899E+000,-46.00000E+000,-42.79600E-009,1.43899E+000
1,1,35,-60.00000E+000,-38.07690E-006,1.45669E+000,-47.99990E+000,58.03000E-009,1.45669E+000
1,1,36,-60.00000E+000,-39.62090E-006,1.49818E+000,-49.99990E+000,-14.11300E-009,1.49818E+000
1,1,37,-60.00000E+000,-41.36310E-006,1.51534E+000,-52.00000E+000,91.69700E-009,1.51534E+000
1,1,38,-60.00000E+000,-42.75480E-006,1.55367E+000,-54.00000E+000,136.02000E-009,1.55367E+000
1,1,39,-60.00000E+000,-44.43730E-006,1.56341E+000,-56.00000E+000,-206.81000E-009,1.56341E+000
1,1,40,-60.00000E+000,-45.46410E-006,1.61426E+000,-58.00000E+000,135.57300E-009,1.61426E+000
1,1,41,-60.00000E+000,-46.91250E-006,1.62943E+000,-60.00000E+000,17.31000E-009,1.62943E+000
