Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-145.16000E-009,21.79900E-003,20.00010E+000,201.92900E-009,21.79900E-003
1,1,2,-60.00000E+000,-139.60300E-009,38.05000E-003,18.00002E+000,304.37300E-009,38.05000E-003
1,1,3,-60.00000E+000,-134.09500E-009,79.47100E-003,16.00003E+000,276.14300E-009,79.47100E-003
1,1,4,-60.00000E+000,-129.10800E-009,99.28900E-003,14.00005E+000,275.10300E-009,99.28900E-003
1,1,5,-60.00000E+000,-123.64000E-009,139.14600E-003,12.00003E+000,273.55900E-009,139.14600E-003
1,1,6,-60.00000E+000,-118.80000E-009,154.78100E-003,9.99989E+000,205.30400E-009,154.78100E-003
1,1,7,-60.00000E+000,-114.80900E-009,190.33900E-003,7.99999E+000,1.64900E-009,190.33900E-003
1,1,8,-60.00000E+000,-109.19700E-009,227.85900E-003,6.00000E+000,-55.48200E-009,227.85900E-003
1,1,9,-60.00000E+000,-103.36700E-009,243.56300E-003,4.00004E+000,68.49000E-009,243.56300E-003
1,1,10,-60.00000E+000,-112.15100E-009,258.58000E-003,2.00000E+000,246.18200E-009,258.58000E-003
1,1,11,-60.00000E+000,-154.22700E-009,299.70000E-003,83.50000E-006,219.38900E-009,299.70000E-003
1,1,12,-60.00000E+000,-248.15200E-009,340.04000E-003,-1.99997E+000,204.70000E-009,340.04000E-003
1,1,13,-60.00000E+000,-418.08200E-009,356.66700E-003,-3.99999E+000,211.53800E-009,356.66700E-003
1,1,14,-60.00000E+000,-760.07400E-009,399.96100E-003,-5.99998E+000,187.44200E-009,399.96100E-003
1,1,15,-60.00000E+000,-1.29453E-006,447.37300E-003,-7.99996E+000,-89.72900E-009,447.37300E-003
1,1,16,-60.00000E+000,-2.02915E-006,486.89100E-003,-9.99994E+000,-69.32500E-009,486.89100E-003
1,1,17,-60.00000E+000,-2.95206E-006,525.27800E-003,-11.99994E+000,-31.01900E-009,525.27800E-003
1,1,18,-60.00000E+000,-4.01360E-006,600.10400E-003,-13.99997E+000,178.92800E-009,600.10400E-003
1,1,19,-60.00000E+000,-5.26579E-006,640.64400E-003,-15.99994E+000,153.48900E-009,640.64400E-003
1,1,20,-60.00000E+000,-6.69255E-006,658.84800E-003,-17.99993E+000,197.23100E-009,658.84800E-003
1,1,21,-60.00000E+000,-8.19339E-006,700.94300E-003,-19.99993E+000,138.21100E-009,700.94300E-003
1,1,22,-60.00000E+000,-9.86331E-006,716.07800E-003,-22.00010E+000,181.96400E-009,716.07800E-003
1,1,23,-60.00000E+000,-11.58430E-006,737.33500E-003,-24.00000E+000,210.05100E-009,737.33500E-003
1,1,24,-60.00000E+000,-13.32680E-006,773.98600E-003,-26.00010E+000,115.27000E-009,773.98600E-003
1,1,25,-60.00000E+000,-15.20110E-006,789.66000E-003,-28.00010E+000,-81.10100E-009,789.66000E-003
1,1,26,-60.00000E+000,-17.02640E-006,824.89600E-003,-30.00000E+000,-53.87500E-009,824.89600E-003
1,1,27,-60.00000E+000,-18.98260E-006,841.67600E-003,-31.99990E+000,78.08900E-009,841.67600E-003
1,1,28,-60.00000E+000,-20.96360E-006,859.15900E-003,-34.00000E+000,169.87000E-009,859.15900E-003
1,1,29,-60.00000E+000,-22.83230E-006,900.62800E-003,-36.00000E+000,119.94800E-009,900.62800E-003
1,1,30,-60.00000E+000,-24.79420E-006,935.59400E-003,-38.00010E+000,157.79600E-009,935.59400E-003
1,1,31,-60.00000E+000,-26.88420E-006,950.83600E-003,-40.00010E+000,-55.10600E-009,950.83600E-003
1,1,32,-60.00000E+000,-28.96820E-006,966.05500E-003,-42.00000E+000,-120.07500E-009,966.05500E-003
1,1,33,-60.00000E+000,-31.04970E-006,980.56500E-003,-44.00000E+000,104.81000E-009,980.56500E-003
1,1,34,-60.00000E+000,-33.08830E-006,996.63600E-003,-46.00010E+000,160.93600E-009,996.63600E-003
1,1,35,-60.00000E+000,-34.70090E-006,1.06818E+000,-48.00000E+000,-144.96700E-009,1.06818E+000
1,1,36,-60.00000E+000,-36.57570E-006,1.10571E+000,-50.00000E+000,-129.21200E-009,1.10571E+000
1,1,37,-60.00000E+000,-38.54300E-006,1.12178E+000,-52.00000E+000,35.40600E-009,1.12178E+000
1,1,38,-60.00000E+000,-40.38370E-006,1.13921E+000,-54.00000E+000,126.34400E-009,1.13921E+000
1,1,39,-60.00000E+000,-42.11640E-006,1.15803E+000,-56.00010E+000,151.35000E-009,1.15803E+000
1,1,40,-60.00000E+000,-43.56450E-006,1.19604E+000,-58.00000E+000,134.17300E-009,1.19604E+000
1,1,41,-60.00000E+000,-45.17250E-006,1.21305E+000,-60.00010E+000,18.74800E-009,1.21305E+000
1,1,42,-60.00000E+000,-45.10720E-006,1.21916E+000,-60.00000E+000,116.08400E-009,1.21916E+000
1,1,43,-60.00000E+000,-43.20680E-006,1.23665E+000,-58.00010E+000,147.71700E-009,1.23665E+000
1,1,44,-60.00000E+000,-41.31610E-006,1.25281E+000,-56.00010E+000,24.91600E-009,1.25281E+000
1,1,45,-60.00000E+000,-39.39200E-006,1.26917E+000,-54.00010E+000,-122.96700E-009,1.26917E+000
1,1,46,-60.00000E+000,-37.43140E-006,1.28667E+000,-52.00000E+000,-149.95300E-009,1.28667E+000
1,1,47,-60.00000E+000,-35.42600E-006,1.30280E+000,-50.00000E+000,-17.94400E-009,1.30280E+000
1,1,48,-60.00000E+000,-33.38940E-006,1.31929E+000,-48.00000E+000,132.50600E-009,1.31929E+000
