Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-1.11090E-009,36.29300E-003,20.00006E+000,97.37100E-009,36.29300E-003
1,1,2,-60.00000E+000,-869.10000E-012,96.01600E-003,18.00007E+000,108.10000E-009,96.01600E-003
1,1,3,-60.00000E+000,-680.90000E-012,153.32300E-003,16.00003E+000,173.18900E-009,153.32300E-003
1,1,4,-60.00000E+000,-454.80000E-012,248.76700E-003,13.99995E+000,27.43500E-009,248.76700E-003
1,1,5,-60.00000E+000,-411.20000E-012,307.26200E-003,11.99991E+000,-55.29300E-009,307.26200E-003
1,1,6,-60.00000E+000,-307.00000E-012,364.32100E-003,9.99995E+000,-168.09000E-009,364.32100E-003
1,1,7,-60.00000E+000,-217.40000E-012,420.40000E-003,7.99999E+000,-105.83000E-009,420.40000E-003
1,1,8,-60.00000E+000,-119.40000E-012,479.20500E-003,6.00014E+000,-45.13400E-009,479.20500E-003
1,1,9,-60.00000E+000,197.20000E-012,536.14600E-003,4.00003E+000,111.08300E-009,536.14600E-003
1,1,10,-60.00000E+000,317.70000E-012,628.57000E-003,1.99986E+000,2.45200E-009,628.57000E-003
1,1,11,-60.00000E+000,585.00000E-012,688.35000E-003,-48.10000E-006,-16.87700E-009,688.35000E-003
1,1,12,-60.00000E+000,994.60000E-012,746.04000E-003,-2.00003E+000,-121.80900E-009,746.04000E-003
1,1,13,-60.00000E+000,-2.82050E-009,805.76000E-003,-4.00003E+000,-132.86400E-009,805.76000E-003
1,1,14,-60.00000E+000,-36.80040E-009,862.84200E-003,-5.99994E+000,-178.09100E-009,862.84200E-003
1,1,15,-60.00000E+000,-113.77900E-009,922.69100E-003,-7.99995E+000,-182.23500E-009,922.69100E-003
1,1,16,-60.00000E+000,-237.46800E-009,959.18700E-003,-9.99996E+000,-67.63700E-009,959.18700E-003
1,1,17,-60.00000E+000,-404.45000E-009,976.70900E-003,-11.99993E+000,31.52900E-009,976.70900E-003
1,1,18,-60.00000E+000,-626.36800E-009,1.01429E+000,-14.00000E+000,135.91100E-009,1.01429E+000
1,1,19,-60.00000E+000,-882.17100E-009,1.03014E+000,-16.00005E+000,-2.79400E-009,1.03014E+000
1,1,20,-60.00000E+000,-1.16965E-006,1.10983E+000,-18.00007E+000,40.67600E-009,1.10983E+000
1,1,21,-60.00000E+000,-1.50516E-006,1.12470E+000,-20.00006E+000,-234.44200E-009,1.12470E+000
1,1,22,-60.00000E+000,-1.88394E-006,1.16059E+000,-21.99990E+000,-123.34100E-009,1.16059E+000
1,1,23,-60.00000E+000,-2.29820E-006,1.17666E+000,-24.00000E+000,40.81500E-009,1.17666E+000
1,1,24,-60.00000E+000,-2.75524E-006,1.19510E+000,-26.00000E+000,95.76800E-009,1.19510E+000
1,1,25,-60.00000E+000,-3.21984E-006,1.23340E+000,-28.00010E+000,137.54800E-009,1.23340E+000
1,1,26,-60.00000E+000,-3.73694E-006,1.24847E+000,-30.00010E+000,-95.05400E-009,1.24847E+000
1,1,27,-60.00000E+000,-4.29310E-006,1.26284E+000,-32.00000E+000,-231.02800E-009,1.26284E+000
1,1,28,-60.00000E+000,-4.83283E-006,1.30032E+000,-34.00000E+000,-109.09200E-009,1.30032E+000
1,1,29,-60.00000E+000,-5.43833E-006,1.31529E+000,-36.00000E+000,76.37800E-009,1.31529E+000
1,1,30,-60.00000E+000,-6.07728E-006,1.32975E+000,-38.00010E+000,-39.79300E-009,1.32975E+000
1,1,31,-60.00000E+000,-6.73548E-006,1.34607E+000,-40.00010E+000,-202.92600E-009,1.34607E+000
1,1,32,-60.00000E+000,-7.41285E-006,1.36221E+000,-42.00000E+000,-222.98100E-009,1.36221E+000
1,1,33,-60.00000E+000,-8.03068E-006,1.39974E+000,-43.99990E+000,-93.72400E-009,1.39974E+000
1,1,34,-60.00000E+000,-8.75086E-006,1.41676E+000,-46.00000E+000,32.06200E-009,1.41676E+000
1,1,35,-60.00000E+000,-9.40531E-006,1.45457E+000,-48.00000E+000,106.92300E-009,1.45457E+000
1,1,36,-60.00000E+000,-10.17657E-006,1.46961E+000,-50.00010E+000,-65.07500E-009,1.46961E+000
1,1,37,-60.00000E+000,-10.92580E-006,1.49073E+000,-52.00010E+000,15.46300E-009,1.49073E+000
1,1,38,-60.00000E+000,-11.71660E-006,1.50763E+000,-54.00000E+000,-152.32100E-009,1.50763E+000
1,1,39,-60.00000E+000,-12.52080E-006,1.52312E+000,-56.00000E+000,-250.59900E-009,1.52312E+000
1,1,40,-60.00000E+000,-13.15410E-006,1.56623E+000,-58.00010E+000,-202.41100E-009,1.56623E+000
1,1,41,-60.00000E+000,-13.65880E-006,1.64624E+000,-60.00000E+000,-203.82400E-009,1.64624E+000
1,1,42,-60.00000E+000,-13.55890E-006,1.67330E+000,-60.00010E+000,58.90800E-009,1.67330E+000
1,1,43,-60.00000E+000,-12.61900E-006,1.68968E+000,-58.00000E+000,-27.09700E-009,1.68968E+000
1,1,44,-60.00000E+000,-11.71570E-006,1.70817E+000,-56.00010E+000,-94.78200E-009,1.70817E+000
1,1,45,-60.00000E+000,-10.84920E-006,1.72413E+000,-54.00000E+000,-206.22300E-009,1.72413E+000
1,1,46,-60.00000E+000,-10.02570E-006,1.76097E+000,-52.00000E+000,-149.32300E-009,1.76097E+000
1,1,47,-60.00000E+000,-9.22210E-006,1.80074E+000,-49.99990E+000,-128.64400E-009,1.80074E+000
1,1,48,-60.00000E+000,-8.44937E-006,1.81857E+000,-47.99990E+000,8.92600E-009,1.81857E+000
1,1,49,-60.00000E+000,-7.70355E-006,1.83430E+000,-46.00000E+000,163.29400E-009,1.83430E+000
1,1,50,-60.00000E+000,-7.00896E-006,1.86951E+000,-44.00010E+000,-20.87400E-009,1.86951E+000
1,1,51,-60.00000E+000,-6.32763E-006,1.88626E+000,-42.00010E+000,-135.39600E-009,1.88626E+000
