Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-2.13100E-009,36.64600E-003,60.00000E+000,-101.36500E-009,36.64600E-003
1,1,2,-60.00000E+000,-1.57210E-009,133.85400E-003,57.60000E+000,-95.31000E-009,133.85400E-003
1,1,3,-60.00000E+000,-1.38770E-009,228.10200E-003,55.20000E+000,46.10200E-009,228.10200E-003
1,1,4,-60.00000E+000,-1.25810E-009,285.02300E-003,52.80000E+000,99.56900E-009,285.02300E-003
1,1,5,-60.00000E+000,-1.37090E-009,381.90600E-003,50.39990E+000,87.19300E-009,381.90600E-003
1,1,6,-60.00000E+000,-7.41780E-009,481.09600E-003,47.99990E+000,46.67800E-009,481.09600E-003
1,1,7,-60.00000E+000,-50.05090E-009,600.32600E-003,45.59990E+000,20.38200E-009,600.32600E-003
1,1,8,-60.00000E+000,-205.47300E-009,646.07400E-003,43.20000E+000,105.53500E-009,646.07400E-003
1,1,9,-60.00000E+000,-549.92900E-009,690.55200E-003,40.80000E+000,-28.17600E-009,690.55200E-003
1,1,10,-60.00000E+000,-1.15635E-006,715.76900E-003,38.40000E+000,-106.51300E-009,715.76900E-003
1,1,11,-60.00000E+000,-2.02002E-006,759.14500E-003,35.99990E+000,-7.94700E-009,759.14500E-003
1,1,12,-60.00000E+000,-3.17927E-006,798.30700E-003,33.60000E+000,-25.49400E-009,798.30700E-003
1,1,13,-60.00000E+000,-4.67050E-006,815.74300E-003,31.20000E+000,-122.99800E-009,815.74300E-003
1,1,14,-60.00000E+000,-6.44534E-006,858.00400E-003,28.79990E+000,-40.18300E-009,858.00400E-003
1,1,15,-60.00000E+000,-8.60665E-006,876.15700E-003,26.40000E+000,-128.12400E-009,876.15700E-003
1,1,16,-60.00000E+000,-11.12880E-006,898.74300E-003,24.00000E+000,-31.98000E-009,898.74300E-003
1,1,17,-60.00000E+000,-14.03990E-006,913.80600E-003,21.60000E+000,-132.96000E-009,913.80600E-003
1,1,18,-60.00000E+000,-17.25510E-006,951.63400E-003,19.20002E+000,-95.51700E-009,951.63400E-003
1,1,19,-60.00000E+000,-20.81740E-006,991.77600E-003,16.80001E+000,-94.91100E-009,991.77600E-003
