Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-1.14950E-009,37.49700E-003,40.00000E+000,104.30600E-009,37.49700E-003
1,1,2,-60.00000E+000,-1.04730E-009,133.52900E-003,37.99990E+000,33.48800E-009,133.52900E-003
1,1,3,-60.00000E+000,-851.00000E-012,192.23700E-003,35.99990E+000,-1.00000E-009,192.23700E-003
1,1,4,-60.00000E+000,-791.50000E-012,251.13400E-003,33.99990E+000,-26.30300E-009,251.13400E-003
1,1,5,-60.00000E+000,-737.20000E-012,310.19900E-003,31.99990E+000,-64.78700E-009,310.19900E-003
1,1,6,-60.00000E+000,-714.60000E-012,408.73200E-003,30.00000E+000,-106.88600E-009,408.73200E-003
1,1,7,-60.00000E+000,-638.80000E-012,467.61300E-003,28.00000E+000,-100.09600E-009,467.61300E-003
1,1,8,-60.00000E+000,-534.30000E-012,561.97300E-003,26.00000E+000,4.82000E-009,561.97300E-003
1,1,9,-60.00000E+000,-565.80000E-012,681.16500E-003,24.00000E+000,21.31100E-009,681.16500E-003
1,1,10,-60.00000E+000,-538.60000E-012,740.22600E-003,22.00010E+000,54.47600E-009,740.22600E-003
1,1,11,-60.00000E+000,-510.70000E-012,800.47000E-003,20.00006E+000,40.77300E-009,800.47000E-003
1,1,12,-60.00000E+000,-482.00000E-012,859.50700E-003,18.00005E+000,81.94700E-009,859.50700E-003
1,1,13,-60.00000E+000,-567.10000E-012,954.14100E-003,15.99996E+000,85.27000E-009,954.14100E-003
1,1,14,-60.00000E+000,-511.10000E-012,1.05230E+000,13.99996E+000,9.53600E-009,1.05230E+000
1,1,15,-60.00000E+000,-443.50000E-012,1.13920E+000,12.00004E+000,85.84200E-009,1.13920E+000
1,1,16,-60.00000E+000,-415.40000E-012,1.19844E+000,10.00002E+000,106.56000E-009,1.19844E+000
1,1,17,-60.00000E+000,-410.10000E-012,1.25642E+000,8.00000E+000,102.50100E-009,1.25642E+000
1,1,18,-60.00000E+000,-471.00000E-012,1.35332E+000,5.99991E+000,55.17400E-009,1.35332E+000
1,1,19,-60.00000E+000,-1.66840E-009,1.45077E+000,3.99997E+000,-21.03500E-009,1.45077E+000
1,1,20,-60.00000E+000,-19.64270E-009,1.51014E+000,1.99994E+000,-40.51000E-009,1.51014E+000
1,1,21,-60.00000E+000,-69.93100E-009,1.60605E+000,5.90000E-006,-109.78700E-009,1.60605E+000
1,1,22,-60.00000E+000,-164.43900E-009,1.64984E+000,-2.00006E+000,-75.36400E-009,1.64984E+000
1,1,23,-60.00000E+000,-325.46100E-009,1.66779E+000,-4.00001E+000,-182.17700E-009,1.66779E+000
1,1,24,-60.00000E+000,-561.44300E-009,1.68429E+000,-5.99997E+000,-216.17700E-009,1.68429E+000
1,1,25,-60.00000E+000,-883.64500E-009,1.70194E+000,-7.99998E+000,-146.06500E-009,1.70194E+000
1,1,26,-60.00000E+000,-1.31168E-006,1.72735E+000,-10.00000E+000,-164.68600E-009,1.72735E+000
1,1,27,-60.00000E+000,-1.84066E-006,1.74449E+000,-11.99996E+000,-169.92700E-009,1.74449E+000
1,1,28,-60.00000E+000,-2.49548E-006,1.79050E+000,-14.00004E+000,-34.05500E-009,1.79050E+000
1,1,29,-60.00000E+000,-3.24873E-006,1.80484E+000,-16.00002E+000,-166.32200E-009,1.80484E+000
1,1,30,-60.00000E+000,-4.16891E-006,1.85092E+000,-18.00003E+000,-20.86600E-009,1.85092E+000
1,1,31,-60.00000E+000,-5.20781E-006,1.86911E+000,-20.00005E+000,-93.08700E-009,1.86911E+000
1,1,32,-60.00000E+000,-6.30983E-006,1.87536E+000,-22.00050E+000,-319.64100E-009,1.87536E+000
