Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-10.55500E-009,48.81900E-003,20.00000E+000,5.94870E-009,48.81900E-003
1,1,2,-60.00000E+000,-7.11670E-009,95.83000E-003,17.99996E+000,30.64400E-009,95.83000E-003
1,1,3,-60.00000E+000,-174.66700E-009,153.48900E-003,15.99998E+000,-5.78830E-009,153.48900E-003
1,1,4,-60.00000E+000,-724.21200E-009,189.21800E-003,14.00000E+000,-96.56800E-009,189.21800E-003
1,1,5,-60.00000E+000,-1.37398E-006,228.32500E-003,11.99997E+000,-12.89460E-009,228.32500E-003
1,1,6,-60.00000E+000,-2.08781E-006,277.05400E-003,9.99997E+000,-11.16150E-009,277.05400E-003
1,1,7,-60.00000E+000,-2.93106E-006,313.77800E-003,7.99998E+000,-26.04400E-009,313.77800E-003
1,1,8,-60.00000E+000,-3.90506E-006,341.60600E-003,5.99997E+000,-10.40970E-009,341.60600E-003
1,1,9,-60.00000E+000,-4.99220E-006,390.83400E-003,3.99998E+000,-3.35890E-009,390.83400E-003
1,1,10,-60.00000E+000,-6.22261E-006,440.09400E-003,1.99999E+000,-2.33990E-009,440.09400E-003
1,1,11,-60.00000E+000,-7.59357E-006,490.58600E-003,-5.70000E-006,-1.80410E-009,490.58600E-003
1,1,12,-60.00000E+000,-9.11263E-006,539.43400E-003,-2.00000E+000,-1.72020E-009,539.43400E-003
1,1,13,-60.00000E+000,-10.69920E-006,631.42100E-003,-4.00000E+000,-801.80000E-012,631.42100E-003
1,1,14,-60.00000E+000,-12.50870E-006,679.99500E-003,-6.00001E+000,-2.35250E-009,679.99500E-003
1,1,15,-60.00000E+000,-14.44850E-006,729.22800E-003,-8.00001E+000,-4.92380E-009,729.22800E-003
1,1,16,-60.00000E+000,-16.52810E-006,778.05700E-003,-10.00000E+000,-12.19870E-009,778.05700E-003
1,1,17,-60.00000E+000,-18.73070E-006,829.16200E-003,-12.00000E+000,-23.06820E-009,829.16200E-003
1,1,18,-60.00000E+000,-21.07930E-006,877.54100E-003,-14.00000E+000,-37.35660E-009,877.54100E-003
1,1,19,-60.00000E+000,-23.59260E-006,912.99100E-003,-16.00004E+000,-82.99300E-009,912.99100E-003
1,1,20,-60.00000E+000,-26.28630E-006,927.96700E-003,-17.99998E+000,-133.07200E-009,927.96700E-003
1,1,21,-60.00000E+000,-29.00450E-006,971.62200E-003,-20.00001E+000,-151.00200E-009,971.62200E-003
1,1,22,-60.00000E+000,-31.94890E-006,988.55100E-003,-22.00010E+000,-175.92700E-009,988.55100E-003
1,1,23,-60.00000E+000,-35.03780E-006,1.00522E+000,-24.00000E+000,-155.39300E-009,1.00522E+000
1,1,24,-60.00000E+000,-38.26510E-006,1.02044E+000,-26.00000E+000,-120.35100E-009,1.02044E+000
1,1,25,-60.00000E+000,-41.60660E-006,1.03722E+000,-28.00010E+000,-161.22300E-009,1.03722E+000
1,1,26,-60.00000E+000,-45.08630E-006,1.05262E+000,-30.00000E+000,-271.28200E-009,1.05262E+000
1,1,27,-60.00000E+000,-48.67930E-006,1.06879E+000,-32.00000E+000,-312.21800E-009,1.06879E+000
1,1,28,-60.00000E+000,-52.09930E-006,1.12186E+000,-34.00000E+000,-203.45700E-009,1.12186E+000
1,1,29,-60.00000E+000,-55.95850E-006,1.13750E+000,-36.00000E+000,-237.05500E-009,1.13750E+000
1,1,30,-60.00000E+000,-59.90230E-006,1.15332E+000,-38.00010E+000,-329.61200E-009,1.15332E+000
1,1,31,-60.00000E+000,-63.93020E-006,1.16907E+000,-40.00000E+000,-383.81000E-009,1.16907E+000
1,1,32,-60.00000E+000,-68.01830E-006,1.18527E+000,-42.00000E+000,-359.04700E-009,1.18527E+000
1,1,33,-60.00000E+000,-72.12320E-006,1.20332E+000,-44.00000E+000,-344.32800E-009,1.20332E+000
1,1,34,-60.00000E+000,-76.27030E-006,1.22005E+000,-46.00000E+000,-331.55700E-009,1.22005E+000
1,1,35,-60.00000E+000,-80.42060E-006,1.23570E+000,-48.00000E+000,-391.97200E-009,1.23570E+000
1,1,36,-60.00000E+000,-84.51170E-006,1.25177E+000,-50.00000E+000,-472.64500E-009,1.25177E+000
1,1,37,-60.00000E+000,-88.47110E-006,1.26986E+000,-52.00000E+000,-481.28500E-009,1.26986E+000
1,1,38,-60.00000E+000,-92.39470E-006,1.28588E+000,-54.00000E+000,-454.62200E-009,1.28588E+000
1,1,39,-60.00000E+000,-96.23130E-006,1.30198E+000,-56.00000E+000,-398.19600E-009,1.30198E+000
1,1,40,-60.00000E+000,-99.96860E-006,1.31904E+000,-58.00000E+000,-407.34200E-009,1.31904E+000
1,1,41,-60.00000E+000,-103.66700E-006,1.33585E+000,-60.00000E+000,-453.26100E-009,1.33585E+000
1,1,42,-60.00000E+000,-103.43790E-006,1.34267E+000,-60.00000E+000,-400.87200E-009,1.34267E+000
1,1,43,-60.00000E+000,-98.74800E-006,1.36004E+000,-58.00000E+000,-273.80300E-009,1.36004E+000
