Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-489.80000E-012,49.16700E-003,20.00000E+000,632.80000E-012,49.16700E-003
1,1,2,-60.00000E+000,-309.30000E-012,125.77600E-003,18.00000E+000,414.40000E-012,125.77600E-003
1,1,3,-60.00000E+000,-271.50000E-012,199.59900E-003,16.00000E+000,345.70000E-012,199.59900E-003
1,1,4,-60.00000E+000,-206.80000E-012,247.08000E-003,14.00000E+000,179.40000E-012,247.08000E-003
1,1,5,-60.00000E+000,-191.10000E-012,320.71900E-003,12.00000E+000,169.40000E-012,320.71900E-003
1,1,6,-60.00000E+000,-9.04500E-009,395.05300E-003,10.00000E+000,-118.70000E-012,395.05300E-003
1,1,7,-60.00000E+000,-169.03200E-009,457.93900E-003,8.00000E+000,-212.90000E-012,457.93900E-003
1,1,8,-60.00000E+000,-600.88000E-009,515.55100E-003,6.00000E+000,-640.10000E-012,515.55100E-003
1,1,9,-60.00000E+000,-1.50980E-006,572.13400E-003,3.99999E+000,-616.00000E-012,572.13400E-003
1,1,10,-60.00000E+000,-3.17472E-006,640.21500E-003,2.00000E+000,-275.60000E-012,640.21500E-003
1,1,11,-60.00000E+000,-5.90333E-006,689.01300E-003,2.40000E-006,-510.40000E-012,689.01300E-003
1,1,12,-60.00000E+000,-9.80524E-006,738.48800E-003,-2.00001E+000,-916.80000E-012,738.48800E-003
1,1,13,-60.00000E+000,-14.63350E-006,793.81100E-003,-4.00001E+000,-456.00000E-012,793.81100E-003
1,1,14,-60.00000E+000,-19.84350E-006,842.86100E-003,-6.00000E+000,-381.00000E-012,842.86100E-003
1,1,15,-60.00000E+000,-24.87630E-006,893.68600E-003,-8.00000E+000,-406.50000E-012,893.68600E-003
1,1,16,-60.00000E+000,-29.63650E-006,941.91200E-003,-10.00003E+000,-2.22800E-009,941.91200E-003
1,1,17,-60.00000E+000,-34.14990E-006,992.45500E-003,-12.00000E+000,-345.90000E-012,992.45500E-003
1,1,18,-60.00000E+000,-38.50440E-006,1.04454E+000,-14.00000E+000,-251.00000E-012,1.04454E+000
1,1,19,-60.00000E+000,-42.64460E-006,1.12824E+000,-16.00000E+000,-238.30000E-012,1.12824E+000
1,1,20,-60.00000E+000,-46.85520E-006,1.17653E+000,-18.00000E+000,-279.70000E-012,1.17653E+000
1,1,21,-60.00000E+000,-50.99160E-006,1.22842E+000,-20.00000E+000,-313.40000E-012,1.22842E+000
1,1,22,-60.00000E+000,-55.06210E-006,1.27694E+000,-22.00000E+000,-311.80000E-012,1.27694E+000
1,1,23,-60.00000E+000,-59.10840E-006,1.32978E+000,-24.00000E+000,-366.30000E-012,1.32978E+000
1,1,24,-60.00000E+000,-63.13670E-006,1.38151E+000,-26.00000E+000,-337.10000E-012,1.38151E+000
1,1,25,-60.00000E+000,-67.16630E-006,1.42990E+000,-28.00000E+000,-1.02020E-009,1.42990E+000
1,1,26,-60.00000E+000,-71.16550E-006,1.47927E+000,-30.00000E+000,-334.90000E-012,1.47927E+000
1,1,27,-60.00000E+000,-75.16430E-006,1.52872E+000,-32.00000E+000,-238.50000E-012,1.52872E+000
1,1,28,-60.00000E+000,-79.29290E-006,1.56175E+000,-34.00000E+000,-128.23000E-009,1.56175E+000
1,1,29,-60.00000E+000,-83.10030E-006,1.61863E+000,-36.00000E+000,-188.00000E-012,1.61863E+000
1,1,30,-60.00000E+000,-87.09780E-006,1.66731E+000,-38.00000E+000,-262.60000E-012,1.66731E+000
1,1,31,-60.00000E+000,-91.03060E-006,1.71915E+000,-40.00000E+000,-292.40000E-012,1.71915E+000
1,1,32,-60.00000E+000,-95.15170E-006,1.75492E+000,-42.00000E+000,14.73000E-009,1.75492E+000
1,1,33,-60.00000E+000,-99.22320E-006,1.78292E+000,-44.00000E+000,-444.40000E-012,1.78292E+000
1,1,34,-60.00000E+000,-103.08480E-006,1.83225E+000,-46.00000E+000,-379.40000E-012,1.83225E+000
1,1,35,-60.00000E+000,-106.93800E-006,1.88767E+000,-48.00000E+000,-322.30000E-012,1.88767E+000
1,1,36,-60.00000E+000,-110.80600E-006,1.93643E+000,-50.00000E+000,-384.50000E-012,1.93643E+000
1,1,37,-60.00000E+000,-114.59900E-006,1.98800E+000,-52.00000E+000,-453.20000E-012,1.98800E+000
1,1,38,-60.00000E+000,-118.33100E-006,2.04027E+000,-54.00000E+000,-376.40000E-012,2.04027E+000
1,1,39,-60.00000E+000,-121.72700E-006,2.10748E+000,-56.00000E+000,-367.70000E-012,2.10748E+000
