Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-1.03170E-009,48.18900E-003,20.00000E+000,1.14330E-009,48.18900E-003
1,1,2,-60.00000E+000,-682.60000E-012,121.65000E-003,18.00000E+000,679.70000E-012,121.65000E-003
1,1,3,-60.00000E+000,-499.30000E-012,194.87900E-003,16.00000E+000,-742.30000E-012,194.87900E-003
1,1,4,-60.00000E+000,-22.46510E-009,267.61200E-003,14.00000E+000,91.70000E-012,267.61200E-003
1,1,5,-60.00000E+000,-231.81800E-009,330.51000E-003,11.99999E+000,121.50000E-012,330.51000E-003
1,1,6,-60.00000E+000,-985.36000E-009,386.46800E-003,10.00000E+000,-102.60000E-012,386.46800E-003
1,1,7,-60.00000E+000,-2.55125E-006,437.42400E-003,8.00000E+000,-306.60000E-012,437.42400E-003
1,1,8,-60.00000E+000,-5.18873E-006,487.94400E-003,6.00000E+000,-649.50000E-012,487.94400E-003
1,1,9,-60.00000E+000,-8.82379E-006,537.35200E-003,4.00000E+000,-712.10000E-012,537.35200E-003
1,1,10,-60.00000E+000,-12.71790E-006,628.97100E-003,2.00000E+000,-316.50000E-012,628.97100E-003
1,1,11,-60.00000E+000,-16.47550E-006,678.19200E-003,-700.00000E-009,-505.30000E-012,678.19200E-003
1,1,12,-60.00000E+000,-19.93820E-006,729.00400E-003,-2.00000E+000,-508.00000E-012,729.00400E-003
1,1,13,-60.00000E+000,-23.25080E-006,778.42400E-003,-4.00000E+000,-1.92680E-009,778.42400E-003
1,1,14,-60.00000E+000,-26.54330E-006,829.78500E-003,-6.00001E+000,-9.79930E-009,829.78500E-003
1,1,15,-60.00000E+000,-29.86910E-006,878.56300E-003,-8.00000E+000,-36.61760E-009,878.56300E-003
1,1,16,-60.00000E+000,-33.22310E-006,946.01400E-003,-10.00004E+000,-102.69500E-009,946.01400E-003
1,1,17,-60.00000E+000,-36.80110E-006,963.57100E-003,-11.99997E+000,-179.81900E-009,963.57100E-003
1,1,18,-60.00000E+000,-40.46350E-006,980.84900E-003,-13.99998E+000,-243.68600E-009,980.84900E-003
1,1,19,-60.00000E+000,-44.22450E-006,997.29200E-003,-15.99998E+000,-270.15400E-009,997.29200E-003
1,1,20,-60.00000E+000,-48.08000E-006,1.01333E+000,-18.00000E+000,-320.80000E-009,1.01333E+000
1,1,21,-60.00000E+000,-52.01320E-006,1.03040E+000,-20.00002E+000,-433.60600E-009,1.03040E+000
1,1,22,-60.00000E+000,-56.00300E-006,1.04680E+000,-22.00000E+000,-607.68100E-009,1.04680E+000
1,1,23,-60.00000E+000,-60.06940E-006,1.06271E+000,-24.00000E+000,-784.16100E-009,1.06271E+000
1,1,24,-60.00000E+000,-63.95750E-006,1.10328E+000,-26.00000E+000,-945.01200E-009,1.10328E+000
1,1,25,-60.00000E+000,-68.01070E-006,1.13072E+000,-28.00000E+000,-1.04047E-006,1.13072E+000
1,1,26,-60.00000E+000,-72.12870E-006,1.14464E+000,-30.00000E+000,-1.34364E-006,1.14464E+000
1,1,27,-60.00000E+000,-76.20830E-006,1.15969E+000,-32.00000E+000,-1.56783E-006,1.15969E+000
