Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-524.90000E-012,49.14900E-003,20.00000E+000,709.40000E-012,49.14900E-003
1,1,2,-60.00000E+000,-290.40000E-012,124.66200E-003,18.00000E+000,355.90000E-012,124.66200E-003
1,1,3,-60.00000E+000,-242.00000E-012,196.77800E-003,16.00000E+000,206.20000E-012,196.77800E-003
1,1,4,-60.00000E+000,-149.60000E-012,244.95100E-003,14.00000E+000,56.90000E-012,244.95100E-003
1,1,5,-60.00000E+000,-118.60000E-012,320.58100E-003,12.00000E+000,-35.70000E-012,320.58100E-003
1,1,6,-60.00000E+000,-462.40000E-012,393.39200E-003,10.00000E+000,-676.30000E-012,393.39200E-003
1,1,7,-60.00000E+000,-32.80110E-009,441.71300E-003,8.00000E+000,-1.04930E-009,441.71300E-003
1,1,8,-60.00000E+000,-201.79200E-009,504.29000E-003,6.00000E+000,-495.30000E-012,504.29000E-003
1,1,9,-60.00000E+000,-632.38800E-009,561.65500E-003,4.00000E+000,-361.70000E-012,561.65500E-003
1,1,10,-60.00000E+000,-1.55481E-006,645.36500E-003,2.00000E+000,-284.00000E-012,645.36500E-003
1,1,11,-60.00000E+000,-3.35037E-006,696.47400E-003,-4.40000E-006,-784.50000E-012,696.47400E-003
1,1,12,-60.00000E+000,-6.37269E-006,747.81100E-003,-2.00000E+000,-559.00000E-012,747.81100E-003
1,1,13,-60.00000E+000,-10.69200E-006,802.06900E-003,-4.00001E+000,-328.40000E-012,802.06900E-003
1,1,14,-60.00000E+000,-15.84100E-006,853.69800E-003,-6.00001E+000,-324.20000E-012,853.69800E-003
1,1,15,-60.00000E+000,-21.09950E-006,902.31000E-003,-8.00001E+000,-387.30000E-012,902.31000E-003
1,1,16,-60.00000E+000,-26.04460E-006,953.69500E-003,-10.00000E+000,-524.20000E-012,953.69500E-003
1,1,17,-60.00000E+000,-30.76020E-006,1.00226E+000,-12.00001E+000,-3.38970E-009,1.00226E+000
1,1,18,-60.00000E+000,-35.31050E-006,1.05344E+000,-14.00000E+000,-11.10740E-009,1.05344E+000
1,1,19,-60.00000E+000,-39.69180E-006,1.13444E+000,-16.00000E+000,-21.63020E-009,1.13444E+000
1,1,20,-60.00000E+000,-44.18320E-006,1.18383E+000,-18.00000E+000,-34.11320E-009,1.18383E+000
1,1,21,-60.00000E+000,-48.60290E-006,1.24164E+000,-20.00002E+000,6.37100E-009,1.24164E+000
1,1,22,-60.00000E+000,-53.15730E-006,1.25787E+000,-22.00000E+000,-74.14900E-009,1.25787E+000
1,1,23,-60.00000E+000,-57.69570E-006,1.27541E+000,-24.00000E+000,-132.44500E-009,1.27541E+000
1,1,24,-60.00000E+000,-62.23220E-006,1.29149E+000,-26.00000E+000,-154.10300E-009,1.29149E+000
1,1,25,-60.00000E+000,-66.54530E-006,1.33387E+000,-28.00000E+000,-177.62900E-009,1.33387E+000
1,1,26,-60.00000E+000,-71.11120E-006,1.34972E+000,-30.00000E+000,-168.87600E-009,1.34972E+000
1,1,27,-60.00000E+000,-75.67000E-006,1.36410E+000,-32.00000E+000,-120.48700E-009,1.36410E+000
1,1,28,-60.00000E+000,-80.19670E-006,1.37988E+000,-34.00010E+000,-179.53900E-009,1.37988E+000
1,1,29,-60.00000E+000,-84.72730E-006,1.39544E+000,-36.00000E+000,-284.67800E-009,1.39544E+000
1,1,30,-60.00000E+000,-89.25390E-006,1.41084E+000,-38.00000E+000,-310.35600E-009,1.41084E+000
1,1,31,-60.00000E+000,-93.77750E-006,1.42644E+000,-40.00000E+000,-271.98500E-009,1.42644E+000
1,1,32,-60.00000E+000,-98.28760E-006,1.44272E+000,-42.00000E+000,-289.75200E-009,1.44272E+000
1,1,33,-60.00000E+000,-102.79950E-006,1.45898E+000,-44.00000E+000,-372.42400E-009,1.45898E+000
1,1,34,-60.00000E+000,-107.24300E-006,1.48078E+000,-46.00000E+000,-380.88200E-009,1.48078E+000
1,1,35,-60.00000E+000,-111.72200E-006,1.49913E+000,-48.00000E+000,-458.77700E-009,1.49913E+000
1,1,36,-60.00000E+000,-116.21500E-006,1.51628E+000,-50.00000E+000,-558.91500E-009,1.51628E+000
1,1,37,-60.00000E+000,-120.72800E-006,1.53260E+000,-52.00000E+000,-625.42100E-009,1.53260E+000
1,1,38,-60.00000E+000,-125.17200E-006,1.54974E+000,-54.00000E+000,-649.49100E-009,1.54974E+000
1,1,39,-60.00000E+000,-129.58300E-006,1.56695E+000,-56.00000E+000,-664.53200E-009,1.56695E+000
1,1,40,-60.00000E+000,-132.49800E-006,1.62406E+000,-58.00000E+000,-684.57900E-009,1.62406E+000
1,1,41,-60.00000E+000,-137.09400E-006,1.63981E+000,-60.00010E+000,-795.58600E-009,1.63981E+000
1,1,42,-60.00000E+000,-136.83400E-006,1.64613E+000,-60.00000E+000,-782.50800E-009,1.64613E+000
1,1,43,-60.00000E+000,-131.24800E-006,1.66087E+000,-58.00000E+000,-700.42700E-009,1.66087E+000
1,1,44,-60.00000E+000,-125.90600E-006,1.67660E+000,-56.00000E+000,-707.93700E-009,1.67660E+000
1,1,45,-60.00000E+000,-120.73300E-006,1.69274E+000,-54.00000E+000,-681.83300E-009,1.69274E+000
1,1,46,-60.00000E+000,-115.68900E-006,1.71030E+000,-52.00000E+000,-609.80100E-009,1.71030E+000
1,1,47,-60.00000E+000,-110.74400E-006,1.72686E+000,-50.00000E+000,-499.43900E-009,1.72686E+000
1,1,48,-60.00000E+000,-105.87600E-006,1.74230E+000,-48.00000E+000,-416.78300E-009,1.74230E+000
1,1,49,-60.00000E+000,-101.08400E-006,1.75744E+000,-46.00010E+000,-434.46500E-009,1.75744E+000
1,1,50,-60.00000E+000,-96.35100E-006,1.77290E+000,-44.00000E+000,-437.87700E-009,1.77290E+000
1,1,51,-60.00000E+000,-91.68100E-006,1.78926E+000,-42.00000E+000,-356.94900E-009,1.78926E+000
1,1,52,-60.00000E+000,-87.00060E-006,1.80986E+000,-40.00000E+000,-331.99800E-009,1.80986E+000
1,1,53,-60.00000E+000,-82.37270E-006,1.82584E+000,-38.00000E+000,-221.74200E-009,1.82584E+000
1,1,54,-60.00000E+000,-77.79410E-006,1.84261E+000,-36.00000E+000,-177.46400E-009,1.84261E+000
1,1,55,-60.00000E+000,-73.23360E-006,1.85936E+000,-34.00000E+000,-180.83500E-009,1.85936E+000
1,1,56,-60.00000E+000,-68.67870E-006,1.87485E+000,-32.00010E+000,-222.46900E-009,1.87485E+000
1,1,57,-60.00000E+000,-64.13980E-006,1.89081E+000,-30.00000E+000,-188.14200E-009,1.89081E+000
1,1,58,-60.00000E+000,-59.81120E-006,1.93380E+000,-28.00000E+000,-174.81900E-009,1.93380E+000
1,1,59,-60.00000E+000,-55.20860E-006,1.95043E+000,-26.00000E+000,-138.03800E-009,1.95043E+000
1,1,60,-60.00000E+000,-50.82030E-006,1.99705E+000,-24.00010E+000,-92.98300E-009,1.99705E+000
1,1,61,-60.00000E+000,-46.19130E-006,2.01354E+000,-22.00000E+000,-110.05100E-009,2.01354E+000
1,1,62,-60.00000E+000,-41.70430E-006,2.04411E+000,-20.00000E+000,-40.75500E-009,2.04411E+000
1,1,63,-60.00000E+000,-37.32870E-006,2.12646E+000,-18.00000E+000,-26.48410E-009,2.12646E+000
1,1,64,-60.00000E+000,-32.74150E-006,2.17650E+000,-16.00000E+000,-13.51690E-009,2.17650E+000
1,1,65,-60.00000E+000,-28.12260E-006,2.22878E+000,-14.00000E+000,-4.00800E-009,2.22878E+000
1,1,66,-60.00000E+000,-23.43100E-006,2.27722E+000,-12.00000E+000,407.00000E-012,2.27722E+000
1,1,67,-60.00000E+000,-18.62430E-006,2.32739E+000,-10.00000E+000,1.41250E-009,2.32739E+000
1,1,68,-60.00000E+000,-13.80110E-006,2.37592E+000,-8.00000E+000,1.64740E-009,2.37592E+000
1,1,69,-60.00000E+000,-9.27770E-006,2.42734E+000,-6.00000E+000,1.70380E-009,2.42734E+000
1,1,70,-60.00000E+000,-5.57240E-006,2.47957E+000,-4.00000E+000,2.02470E-009,2.47957E+000
1,1,71,-60.00000E+000,-2.97908E-006,2.52907E+000,-2.00000E+000,2.08940E-009,2.52907E+000
1,1,72,-60.00000E+000,-1.42704E-006,2.57993E+000,3.20000E-006,1.96940E-009,2.57993E+000
1,1,73,-60.00000E+000,-602.92300E-009,2.65319E+000,2.00000E+000,1.57440E-009,2.65319E+000
1,1,74,-60.00000E+000,-207.52400E-009,2.70281E+000,4.00000E+000,1.59590E-009,2.70281E+000
1,1,75,-60.00000E+000,-43.39270E-009,2.77538E+000,6.00000E+000,1.17730E-009,2.77538E+000
1,1,76,-60.00000E+000,-2.62930E-009,2.84833E+000,8.00000E+000,1.17710E-009,2.84833E+000
1,1,77,-60.00000E+000,-877.50000E-012,2.91887E+000,10.00000E+000,1.21260E-009,2.91887E+000
1,1,78,-60.00000E+000,-737.00000E-012,2.99325E+000,12.00000E+000,1.04980E-009,2.99325E+000
1,1,79,-60.00000E+000,-723.80000E-012,3.06721E+000,14.00000E+000,1.10920E-009,3.06721E+000
1,1,80,-60.00000E+000,-712.60000E-012,3.17370E+000,16.00000E+000,1.03960E-009,3.17370E+000
1,1,81,-60.00000E+000,-1.02050E-009,3.24785E+000,18.00000E+000,1.47680E-009,3.24785E+000
